time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1592134,1762292093.471540,ACCEL,31,0.15217,0.12000,0.07170,1592134
1592139,1762292093.471547,ACCEL,31,0.15217,0.12000,0.07170,1592139
1592144,1762292093.471554,ACCEL,31,0.15217,0.12000,0.07170,1592144
1592149,1762292093.471560,ACCEL,31,0.15217,0.12000,0.07170,1592149
1592154,1762292093.471567,ACCEL,31,0.15217,0.12000,0.07170,1592154
1592159,1762292093.471573,ACCEL,32,0.15708,0.12000,0.07184,1592159
1592164,1762292093.471579,ACCEL,32,0.15708,0.12000,0.07184,1592164
1592169,1762292093.471585,ACCEL,32,0.15708,0.12000,0.07184,1592169
1592174,1762292093.471592,ACCEL,32,0.15708,0.12000,0.07184,1592174
1592179,1762292093.471598,ACCEL,32,0.15708,0.12000,0.07184,1592179
1592184,1762292093.471604,ACCEL,32,0.15708,0.12000,0.07184,1592184
1592189,1762292093.471610,ACCEL,32,0.15708,0.12000,0.07184,1592189
1592194,1762292093.471617,ACCEL,32,0.15708,0.12000,0.07184,1592194
1592199,1762292093.471622,ACCEL,33,0.16199,0.12000,0.07197,1592199
1592204,1762292093.471628,ACCEL,33,0.16199,0.12000,0.07197,1592204
1592209,1762292093.471635,ACCEL,33,0.16199,0.12000,0.07197,1592209
1592214,1762292093.471641,ACCEL,33,0.16199,0.12000,0.07197,1592214
1592219,1762292093.471647,ACCEL,33,0.16199,0.12000,0.07197,1592219
1592224,1762292093.471653,ACCEL,33,0.16199,0.12000,0.07197,1592224
1592229,1762292093.471663,ACCEL,33,0.16199,0.12000,0.07197,1592229
1592234,1762292093.471669,ACCEL,33,0.16199,0.12000,0.07197,1592234
1592239,1762292093.471675,ACCEL,34,0.16690,0.12000,0.07211,1592239
1592244,1762292093.471681,ACCEL,34,0.16690,0.12000,0.07211,1592244
1592249,1762292093.471689,ACCEL,34,0.16690,0.12000,0.07211,1592249
1592254,1762292093.471695,ACCEL,34,0.16690,0.12000,0.07211,1592254
1592259,1762292093.471702,ACCEL,34,0.16690,0.12000,0.07211,1592259
1592264,1762292093.471707,ACCEL,34,0.16690,0.12000,0.07211,1592264
1592269,1762292093.471714,ACCEL,34,0.16690,0.12000,0.07211,1592269
1592274,1762292093.471720,ACCEL,34,0.16690,0.12000,0.07211,1592274
1592279,1762292093.471726,ACCEL,35,0.17181,0.12000,0.07224,1592279
1592284,1762292093.471732,ACCEL,35,0.17181,0.12000,0.07224,1592284
1592289,1762292093.471739,ACCEL,35,0.17181,0.12000,0.07224,1592289
1592294,1762292093.471744,ACCEL,35,0.17181,0.12000,0.07224,1592294
1592299,1762292093.471750,ACCEL,35,0.17181,0.12000,0.07224,1592299
1592304,1762292093.471756,ACCEL,35,0.17181,0.12000,0.07224,1592304
1592319,1762292093.731740,ACCEL,36,0.17671,0.12000,0.07238,1592319
1592324,1762292093.731762,ACCEL,36,0.17671,0.12000,0.07238,1592324
1592329,1762292093.731771,ACCEL,36,0.17671,0.12000,0.07238,1592329
1592334,1762292093.731780,ACCEL,36,0.17671,0.12000,0.07238,1592334
1592339,1762292093.731787,ACCEL,36,0.17671,0.12000,0.07238,1592339
1592344,1762292093.731857,ACCEL,36,0.17671,0.12000,0.07238,1592344
1592349,1762292093.731863,ACCEL,36,0.17671,0.12000,0.07238,1592349
1592354,1762292093.731870,ACCEL,36,0.17671,0.12000,0.07238,1592354
